武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,雷バフ,バフ落下,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
末路(R2、30%以下),長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92606,4783.593,2608.084,2.33,1.05,0,1.28,0.84:1.67,2.00,,0.73:0.15,0,0,1.6
葦海の標(2),華館+剣闘士,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92594,4384.141,2381.967,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92594,4384.141,2381.967,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),華館+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92594,4384.141,2381.967,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+残響,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92594,4384.141,2381.967,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,92527,3754.594,1970.334,2.18,0.9,0,1.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,92527,3754.594,1970.334,2.18,0.9,0,1.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
赤角石塵滅砕,剣闘士+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92427,4099.745,2365.987,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92417,4651.255,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92417,4651.255,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92417,4651.255,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92417,4651.255,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92302,4517.469,2831.804,1.58,1.05,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92302,4517.469,2831.804,1.58,1.05,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+防御%+防御%,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92296,5624.403,3073.901,2.08,0.8,0,1.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
葦海の標(2),残響4,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92253,5106.095,2142.267,0.58,0.3,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),残響4,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92253,5106.095,2142.267,0.58,0.3,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,92243,3050.986,1504.517,2.5,0.9,0,1.6,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,92243,3050.986,1504.517,2.5,0.9,0,1.6,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
葦海の標(2),華館4,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92125,5016.262,3039.544,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92125,5016.262,3039.544,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91854,4668.375,3071.504,1.58,1.05,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
実りの鈎鉈(5),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91852,3803.531,2142.267,1.9,1.05,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91852,3803.531,2142.267,1.9,0.3,0,1.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91852,3803.531,2142.267,1.9,0.3,0,1.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91850,3803.531,2142.267,1.9,1.05,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91850,3803.531,2142.267,1.9,0.3,0,1.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91850,3803.531,2142.267,1.9,0.3,0,1.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館+剣闘士,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91741,4498.565,2847.784,1.83,1.55,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+剣闘士,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91741,4498.565,2847.784,1.83,1.55,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),華館+残響,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91741,4498.565,2847.784,1.83,1.55,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+残響,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91741,4498.565,2847.784,1.83,1.55,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
末路(R2、30%以下),ファントム4,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91657,4233.929,2142.267,1.33,1.05,0,0.28,1.00:2.03,2.03,,0.23:1.13,0,0,1.6
末路(R2、30%以下),ファントム4,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91657,4233.929,2142.267,1.33,1.05,0,0.28,1.00:2.03,2.03,,0.55:0.51,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91475,2787.33,1504.517,2.68,1.4,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91475,2787.33,1504.517,2.68,1.4,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
葦海の標(2),残響4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91419,4650.959,2608.084,1.33,1.05,0,0.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,91389,3477.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,91389,3477.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91363,4668.375,3071.504,1.58,1.05,0,0.53,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91327,4372.385,2847.784,2.08,1.55,0,0.53,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91184,5200.919,2608.084,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91184,5200.919,2608.084,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,91105,3215.26,1728.237,1.18,0.9,0,0.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,91066,3773.32,1728.237,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
裁断,華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91001,4159.721,2381.967,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91001,4159.721,2381.967,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90969,3215.26,1728.237,1.18,0.9,0,0.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90948,4525.075,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90948,4525.075,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90930,3773.32,1728.237,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
葦海の標(2),剣闘士+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90916,4245.115,2142.267,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),剣闘士+残響,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90916,4245.115,2142.267,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),ファントム+華館,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90858,4240.321,2381.967,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),ファントム+華館,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90858,4240.321,2381.967,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90854,4507.139,2608.084,1.58,0.3,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90804,4512.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90804,4512.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90776,3967.805,2365.987,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90776,3967.805,2365.987,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90776,3967.805,2365.987,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90741,4385.529,2831.804,1.58,1.05,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90741,4385.529,2831.804,1.58,0.3,0,1.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90741,4385.529,2831.804,1.58,0.3,0,1.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90701,4935.811,2142.267,0.9,0.3,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90699,4935.811,2142.267,0.9,0.3,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+防御%,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90663,3632.984,2194.054,2.18,0.9,0,1.28,0.80:1.60,2.00,,0.69:0.22,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90651,3822.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90651,3822.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
実りの鈎鉈(5),華館4,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90643,4862.318,3039.544,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90641,4862.318,3039.544,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),90623,4114.405,2365.987,0.77,0.49,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,90532,3967.805,2365.987,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90524,4657.805,2365.987,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90382,5444.539,2608.084,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90382,5444.539,2608.084,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90370,5336.587,2797.447,0.58,0.3,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90300,5197.139,2608.084,1.58,0.3,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90254,4372.385,2847.784,1.83,1.55,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90254,4372.385,2847.784,1.83,1.55,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90166,4765.383,3073.901,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),90136,3962.921,2381.967,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),90136,3962.921,2381.967,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90112,4517.469,2831.804,1.58,1.05,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90112,4517.469,2831.804,1.58,1.05,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90100,5349.395,2608.084,1.9,0.3,0,1.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
実りの鈎鉈(5),華館+剣闘士,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90056,4222.457,2381.967,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90056,4222.457,2381.967,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90053,4222.457,2381.967,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),華館+残響,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),90053,4222.457,2381.967,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89963,4789.985,2847.784,1.58,1.05,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89963,4789.985,2847.784,1.58,1.05,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,89935,2913.51,1504.517,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
