武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),沈淪4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,713709.1,947,570,36759.61,0.45,579,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,713170.4,947,570,29683.4,0.45,579,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,713170.4,947,570,29683.4,0.45,579,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,712990.8,947,570,36759.61,1.066,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,712990.8,947,570,36759.61,1.066,80,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,712948.8,1035,570,37154.42,0.3,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+会心率,アルベド+トーマ+万葉,712948.7,1035,570,37154.42,0.3,125,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,エミリエ+トーマ+万葉,712561.8,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,712561.8,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,トーマ+白朮+万葉,712561.8,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,712561.8,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,トーマ+万葉,712561.8,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,トーマ+万葉,712561.8,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女4(1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,712479.7,947,570,43835.82,0.766,205,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心率,アルベド+トーマ+万葉,712353.1,1035,570,30078.21,0.3,472,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,712353.1,1035,570,30078.21,0.3,472,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+元素熟知,アルベド+トーマ+鍾離,712011.1,1035,570,30078.21,0.3,499,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,エミリエ+トーマ+万葉,711901.9,947,570,43835.82,0.766,310,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+白朮+万葉,711901.9,947,570,43835.82,0.766,310,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+万葉,711901.9,947,570,43835.82,0.766,310,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),しめ縄4,HP%+HP%+会心率,アルベド+トーマ+鍾離,711822.3,1061.48,570,43835.82,0.15,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+HP%+会心ダメージ,アルベド+トーマ+鍾離,711822.3,1061.48,570,43835.82,0.15,205,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,711680.6,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,711680.6,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,711680.6,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,711680.6,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,711680.5,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,711680.5,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,711680.5,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,711680.5,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,沈淪4,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,711593.5,1035,570,23002,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,沈淪4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,711593.5,1035,570,23002,0.916,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心ダメージ,アルベド+トーマ+鍾離,711568.4,1035,570,37154.42,0.15,355,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+会心率,アルベド+トーマ+鍾離,711568.3,1035,570,37154.42,0.15,355,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+鍾離,711565.6,1165.32,570,30078.21,0.15,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,アルベド+トーマ+鍾離,711565.5,1165.32,570,30078.21,0.15,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,711537.8,1035,570,37154.42,0.6,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,710796.8,1165.32,570,37154.42,0.3,0,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+HP%+会心率,トーマ+鍾離+万葉,710796.6,1165.32,570,37154.42,0.3,0,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+HP%+元素熟知,エミリエ+トーマ+万葉,710740.1,1165.32,570,37154.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+HP%+元素熟知,トーマ+白朮+万葉,710740.1,1165.32,570,37154.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+HP%+元素熟知,トーマ+万葉,710740.1,1165.32,570,37154.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,710496.3,1035,570,23002,0.766,417,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,710496.2,1035,570,23002,0.766,417,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,710445.4,947,570,29683.4,0.916,267,1.00:2.10,,0.00:1.60,1.6
サーフィンタイム,花海+楽団,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,709709.9,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,709709.9,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,709709.9,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,709709.9,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+楽団,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,709709.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,709709.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,709709.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,709709.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+HP%,トーマ+鍾離+万葉,709674.8,1035,570,44230.63,0.3,160,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+HP%,トーマ+鍾離+万葉,709651.9,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,709651.9,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,709651.9,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,709651.9,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,709180.6,1035,570,30078.21,0.3,347,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心率,トーマ+鍾離+万葉,709180.4,1035,570,30078.21,0.3,347,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素バフ+HP%,アルベド+トーマ+鍾離,709114.1,1165.32,570,37154.42,0.616,125,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+HP%+会心率,アルベド+トーマ+万葉,709056.2,1036.04,570,43835.82,0.3,385,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,709056.2,1036.04,570,43835.82,0.3,385,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,708927.3,947,570,36759.61,0.766,552,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,708805,1165.32,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,708805,1165.32,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,708805,1035,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,708805,1035,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,708784.9,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,708430.9,947,570,36759.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,708430.9,947,570,36759.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,トーマ+万葉,708430.9,947,570,36759.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,708392.3,947,570,29683.4,0.766,552,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,708392.3,947,570,29683.4,0.766,552,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心率,アルベド+トーマ+鍾離,708318.5,1061.48,570,36759.61,0.15,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+鍾離,708318.5,1061.48,570,36759.61,0.15,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+HP%,アルベド+トーマ+鍾離,708173.3,947,570,43835.82,0.766,205,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,708172.8,947,570,29683.4,0.916,267,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+白朮+万葉,708172.8,947,570,29683.4,0.916,267,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+万葉,708172.8,947,570,29683.4,0.916,267,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),花海+千岩,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,707920.6,947,570,35757.4,0.766,454,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,707914.2,1035,570,30078.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,エミリエ+トーマ+万葉,707896.3,947,570,29683.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,707896.3,947,570,29683.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,トーマ+白朮+万葉,707896.3,947,570,29683.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+白朮+万葉,707896.3,947,570,29683.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,トーマ+万葉,707896.3,947,570,29683.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+万葉,707896.3,947,570,29683.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+鍾離,707618.3,947,570,43835.82,0.3,392,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,707357.1,947,570,36759.61,0.6,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,707357.1,947,570,36759.61,0.6,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素バフ+HP%,アルベド+トーマ+鍾離,707183.1,1136.36,570,37154.42,0.616,305,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,HP%+HP%+HP%,アルベド+トーマ+万葉,706925.8,1035,570,50304.63,0.3,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,706703,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,706703,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,706703,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,706703,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,706641.9,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,706641.9,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,706641.9,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,706641.9,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,沈淪4,HP%+HP%+元素熟知,アルベド+トーマ+鍾離,706519.8,1035,570,37154.42,0.3,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,706081.1,1035,570,23002,0.766,542,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,706080.9,1035,570,23002,0.766,542,1.00:2.04,,0.47:0.66,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+万葉,705715.6,1303.96,570,41193.63,0.45,125,0.96:1.91,,0.09:1.41,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+万葉,705477.1,1167,570,41193.63,0.45,125,0.96:1.91,,0.31:0.97,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,エミリエ+トーマ+万葉,705083.7,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,705083.7,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+白朮+万葉,705083.7,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,705083.7,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+万葉,705083.7,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+万葉,705083.7,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,704910.9,947,570,38976.62,0.45,352,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+HP%,エミリエ+トーマ+万葉,704736.9,1035,570,44230.63,0.3,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+白朮+万葉,704736.9,1035,570,44230.63,0.3,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+万葉,704736.9,1035,570,44230.63,0.3,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典4,攻撃%+HP%+HP%,アルベド+トーマ+万葉,704720.9,1372.384,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,防御%+HP%+HP%,アルベド+トーマ+万葉,704720.9,1035,902.31,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+HP%+治癒効果,アルベド+トーマ+万葉,704720.9,1035,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+物理バフ+HP%,アルベド+トーマ+万葉,704720.9,1035,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,元チャ+HP%+HP%,アルベド+トーマ+万葉,704720.9,1035,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,アルベド+トーマ+鍾離,704687.4,947,570,36759.61,0.766,392,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,しめ縄+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,704615.4,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,704615.4,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,704615.4,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,704615.4,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,704615.4,1035,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,704615.4,1035,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,704615.4,1035,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,704615.4,1035,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+元素熟知,アルベド+トーマ+万葉,704384.1,1035,570,37154.42,0.3,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+元素バフ+元素熟知,アルベド+トーマ+鍾離,704306.3,1165.32,570,30078.21,0.616,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,アルベド+トーマ+鍾離,704155.6,947,570,29683.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,704155.6,947,570,29683.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,703988.8,947,570,36759.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,703988.8,947,570,36759.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心率,トーマ+白朮+万葉,703988.8,947,570,36759.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,703988.8,947,570,36759.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心率,トーマ+万葉,703988.8,947,570,36759.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心ダメージ,トーマ+万葉,703988.8,947,570,36759.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,703935.6,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,703935.6,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,703935.6,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,703935.6,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素熟知+元素熟知,トーマ+鍾離+万葉,703778.9,947,570,29683.4,0.45,641,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,703309.4,947,570,43835.82,0.45,80,1.00:2.37,,0.18:1.25,1.6
