武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,995294.9,484157.3,1035,570,40191.42,0.766,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,HP%+HP%+元素熟知,トーマ+鍾離+万葉,995123.1,484073.7,1035,570,43228.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,994867.2,483949.2,947,570,36759.61,0.45,579,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,994325.4,483685.7,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,994325.4,483685.7,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,994325.4,483685.7,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,994325.4,483685.7,1035,570,30078.21,0.916,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,994187.2,483618.4,1035,570,36152.21,0.3,374,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,994116.3,483584,947,570,29683.4,0.45,579,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,994116.3,483584,947,570,29683.4,0.45,579,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,993929.8,483493.2,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,993929.8,483493.2,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,993929.8,483493.2,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,993929.8,483493.2,947,570,43835.82,0.916,160,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+会心率,アルベド+トーマ+万葉,993807.3,483433.6,1035,570,37154.42,0.3,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,993807.3,483433.7,1035,570,37154.42,0.3,125,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,エミリエ+トーマ+万葉,993267.9,483171.3,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,993267.9,483171.3,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,トーマ+白朮+万葉,993267.9,483171.3,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,993267.9,483171.3,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心率,トーマ+万葉,993267.9,483171.3,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+会心ダメージ,トーマ+万葉,993267.9,483171.3,1061.48,570,36759.61,0.766,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女4(1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,993153.5,483115.6,947,570,43835.82,0.766,205,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,992977.1,483029.8,1035,570,30078.21,0.3,472,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心率,アルベド+トーマ+万葉,992976.9,483029.7,1035,570,30078.21,0.3,472,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,992653.1,482872.2,1035,570,29076,0.766,374,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,エミリエ+トーマ+万葉,992348.1,482723.8,947,570,43835.82,0.766,310,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+白朮+万葉,992348.1,482723.8,947,570,43835.82,0.766,310,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+万葉,992348.1,482723.8,947,570,43835.82,0.766,310,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,992132.8,482619.1,947,570,36759.61,0.766,427,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,沈淪4,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,991918.3,482514.7,1035,570,23002,0.916,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,沈淪4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,991918.3,482514.8,1035,570,23002,0.916,312,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,991384.1,482254.9,947,570,29683.4,0.766,427,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,991384.1,482254.9,947,570,29683.4,0.766,427,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+鍾離,990738.6,481940.9,1035,570,44230.63,0.3,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,しめ縄4,HP%+HP%+元素熟知,エミリエ+トーマ+万葉,990728.6,481936,1165.32,570,37154.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+HP%+元素熟知,トーマ+白朮+万葉,990728.6,481936,1165.32,570,37154.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄4,HP%+HP%+元素熟知,トーマ+万葉,990728.6,481936,1165.32,570,37154.42,0.3,187,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,990264.9,481710.5,947,570,36759.61,1.066,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,990264.9,481710.5,947,570,36759.61,1.066,80,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,988445.1,480825.2,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,988445.1,480825.3,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,988445.1,480825.2,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,988445.1,480825.3,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,988445.1,480825.2,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,988445.1,480825.3,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,988445.1,480825.2,1035,570,30078.21,0.45,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,988445.1,480825.3,1035,570,30078.21,0.45,267,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+HP%+会心率,アルベド+トーマ+万葉,988381.3,480794.2,1036.04,570,43835.82,0.3,385,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,988381.3,480794.2,1036.04,570,43835.82,0.3,385,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+元素熟知,トーマ+鍾離+万葉,988246.9,480728.8,1035,570,37154.42,0.6,187,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,988201.6,480706.8,947,570,36759.61,0.766,552,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,988031.3,480623.9,1165.32,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,988031.3,480623.9,1165.32,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,988031.3,480623.9,1035,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,988031.3,480623.9,1035,570,33115.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,988003.3,480610.3,947,570,46872.82,0.45,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,987509.8,480370.2,947,570,36759.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,987509.8,480370.2,947,570,36759.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+元素熟知,トーマ+万葉,987509.8,480370.2,947,570,36759.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,987455.9,480344,947,570,29683.4,0.766,552,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+金メッキ,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,987455.9,480344,947,570,29683.4,0.766,552,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,しめ縄4,HP%+HP%+会心率,トーマ+鍾離+万葉,987217.6,480228.1,1165.32,570,37154.42,0.3,0,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,987217.6,480228.1,1165.32,570,37154.42,0.3,0,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,987149.9,480195.2,947,570,29683.4,0.916,267,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+白朮+万葉,987149.9,480195.2,947,570,29683.4,0.916,267,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+万葉,987149.9,480195.2,947,570,29683.4,0.916,267,1.00:2.37,,0.18:1.25,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,986800.2,480025.1,1035,570,23002,0.766,417,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,986800.1,480025,1035,570,23002,0.766,417,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,986789.4,480019.8,1035,570,30078.21,0.766,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,エミリエ+トーマ+万葉,986764.4,480007.7,947,570,29683.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,986764.4,480007.7,947,570,29683.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,トーマ+白朮+万葉,986764.4,480007.7,947,570,29683.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+白朮+万葉,986764.4,480007.7,947,570,29683.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心率,トーマ+万葉,986764.4,480007.7,947,570,29683.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+万葉,986764.4,480007.7,947,570,29683.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,986729.7,479990.8,947,570,29683.4,0.916,267,1.00:2.10,,0.00:1.60,1.6
サーフィンタイム,花海+楽団,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,985708.1,479493.8,1035,570,26039,0.766,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+HP%,トーマ+鍾離+万葉,985659.4,479470.2,1035,570,44230.63,0.3,160,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+HP%,トーマ+鍾離+万葉,985627.6,479454.7,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,985627.6,479454.7,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,985627.6,479454.7,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+HP%,トーマ+鍾離+万葉,985627.6,479454.7,947,570,46872.82,0.766,160,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,花海+千岩,HP%+HP%+HP%,アルベド+トーマ+万葉,985411.6,479349.6,1035,570,50304.63,0.3,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,985101.2,479198.6,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,985101.2,479198.6,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,985101.2,479198.6,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,985101.2,479198.6,1035,570,33115.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心率,トーマ+鍾離+万葉,984972.8,479136.1,1035,570,30078.21,0.3,347,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,984972.8,479136.2,1035,570,30078.21,0.3,347,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,984234.1,478776.8,1035,570,23002,0.766,542,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,984234.1,478776.8,1035,570,23002,0.766,542,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+HP%,アルベド+トーマ+鍾離,983843.6,478586.8,1035,570,37154.42,0.616,355,0.87:1.73,,0.62:0.35,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+万葉,983724.8,478529,1303.96,570,41193.63,0.45,125,0.96:1.91,,0.09:1.41,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+万葉,983392.3,478367.3,1167,570,41193.63,0.45,125,0.96:1.91,,0.31:0.97,1.6
古祠の瓏(完凸),花海+千岩,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,983223.1,478285,947,570,35757.4,0.766,454,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,エミリエ+トーマ+万葉,982844,478100.6,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,982844,478100.6,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+白朮+万葉,982844,478100.6,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,982844,478100.6,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+万葉,982844,478100.6,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+万葉,982844,478100.6,1036.04,570,36759.61,0.766,260,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,982603,477983.3,947,570,38976.62,0.45,352,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,982440.4,477904.3,947,570,36759.61,0.6,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,982440.4,477904.3,947,570,36759.61,0.6,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+HP%,エミリエ+トーマ+万葉,982360.5,477865.4,1035,570,44230.63,0.3,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+白朮+万葉,982360.5,477865.4,1035,570,44230.63,0.3,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+万葉,982360.5,477865.4,1035,570,44230.63,0.3,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典4,攻撃%+HP%+HP%,アルベド+トーマ+万葉,982338.1,477854.5,1372.384,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,防御%+HP%+HP%,アルベド+トーマ+万葉,982338.1,477854.5,1035,902.31,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+HP%+治癒効果,アルベド+トーマ+万葉,982338.1,477854.5,1035,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+物理バフ+HP%,アルベド+トーマ+万葉,982338.1,477854.5,1035,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,元チャ+HP%+HP%,アルベド+トーマ+万葉,982338.1,477854.5,1035,570,37154.42,0.45,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,しめ縄+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,982191.2,477783,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,982191.2,477783,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,982191.2,477783,1035,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,982191.2,477783,1035,570,30078.21,0.766,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,982191.1,477783,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,982191.1,477783,1165.32,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,982191.1,477783,1035,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,982191.1,477783,1035,570,30078.21,0.766,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+元素熟知,アルベド+トーマ+万葉,981868.7,477626.2,1035,570,37154.42,0.3,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,981447,477421,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,981447,477421,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,981447,477421,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,981447,477421,1035,570,33115.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,981317.6,477358.1,947,570,36759.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,981317.6,477358.1,947,570,36759.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心率,トーマ+白朮+万葉,981317.6,477358.1,947,570,36759.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,981317.6,477358.1,947,570,36759.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心率,トーマ+万葉,981317.6,477358.1,947,570,36759.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
