武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏,黒曜の秘典+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,837806.6,407547.7,947,570,31900.41,1.066,227,0.83:1.66,,0.22:1.16,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,837600.6,407447.5,1167,570,40191.42,0.766,125,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,837554.5,407425.1,947,570,31900.41,0.766,512,0.83:1.66,,0.22:1.16,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,837477.9,407387.8,1058,570,27041.21,1.236,297,0.85:1.69,,0.20:1.19,1.6
古祠の瓏,花海+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,837457.8,407378.1,947,570,42013.62,0.3,245,0.99:1.97,,0.38:0.85,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,837272.4,407287.9,1127.56,570,40388.82,0.3,312,0.65:1.29,,0.40:0.79,1.6
古祠の瓏,楽団+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,837174.1,407240,947,570,38976.62,0.3,325,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,837174.1,407240,947,570,38976.62,0.3,325,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄4,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,837027.9,407168.9,1061.48,570,24824.2,0.766,414,0.83:1.66,,0.22:1.16,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,836932.1,407122.3,1141.4,570,27041.21,0.61,579,0.98:1.97,,0.34:0.92,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離+万葉,836827.4,407071.4,1058,570,27041.21,1.236,110,1.00:2.00,,0.05:1.50,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,836827.4,407071.4,1058,570,27041.21,1.236,110,1.00:2.00,,0.36:0.88,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,836748.9,407033.2,1035,570,29470.81,0.916,187,1.00:2.13,,0.42:0.75,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,836748.9,407033.2,1035,570,29470.81,0.916,187,1.00:2.13,,0.42:0.75,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+万葉,836748.9,407033.2,1035,570,29470.81,0.916,187,1.00:2.13,,0.42:0.75,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+HP%+会心率,トーマ+鍾離+万葉,836506.4,406915.2,1003,570,40388.82,0.45,0,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,836506.4,406915.2,1003,570,40388.82,0.45,0,1.00:2.00,,0.36:0.88,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,836323.6,406826.3,1035,570,32507.81,0.916,312,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,花海+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,836323.6,406826.3,1035,570,32507.81,0.916,312,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,836323.6,406826.3,1035,570,32507.81,0.916,312,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,黒曜の秘典+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,836323.6,406826.3,1035,570,32507.81,0.916,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,836110.5,406722.6,947,570,31900.41,0.766,387,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,836001.3,406669.6,1061.48,570,24824.2,0.3,414,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,836001.3,406669.6,1061.48,570,24824.2,0.3,414,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,しめ縄4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,835985.2,406661.7,1458.04,570,27041.21,0.766,312,0.76:1.51,,0.29:1.01,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,835690.4,406518.3,1321.08,570,27041.21,0.766,312,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,しめ縄4,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,835199.6,406279.5,1061.48,570,24824.2,0.766,539,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,花海+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,花海+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,千岩+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,千岩+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,835124.8,406243.1,1303.96,570,37154.42,0.45,125,0.91:1.82,,0.45:0.70,1.6
古祠の瓏,黒曜の秘典+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,835122.3,406241.9,947,570,38976.62,0.6,352,0.83:1.66,,0.22:1.16,1.6
流浪完凸(期待値),花海+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834954.6,406160.3,1141.4,570,37154.42,0.926,285,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),花海+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834954.6,406160.3,1141.4,570,37154.42,0.926,285,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),楽団+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834954.6,406160.3,1141.4,570,37154.42,0.926,285,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),金メッキ+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834954.6,406160.3,1141.4,570,37154.42,0.926,285,0.78:1.57,,0.54:0.52,1.6
久遠流転の大典,楽団+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,834909.1,406138.2,1035,570,29470.81,0.766,285,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,楽団+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,834909.1,406138.2,1035,570,29470.81,0.766,285,1.00:2.04,,0.78:0.04,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,834838.9,406104.1,1167,570,37154.42,0.45,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,834838.9,406104.1,1167,570,37154.42,0.45,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,834838.9,406104.1,1167,570,37154.42,0.45,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,834838.9,406104.1,1167,570,37154.42,0.45,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,834838.8,406104,1167,570,37154.42,0.45,125,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,834838.8,406104,1167,570,37154.42,0.45,125,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,834838.8,406104,1167,570,37154.42,0.45,125,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,834838.8,406104,1167,570,37154.42,0.45,125,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,しめ縄4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,834464.1,405921.8,1458.04,570,27041.21,0.3,187,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,834464.1,405921.8,1458.04,570,27041.21,0.3,187,0.91:1.82,,0.45:0.70,1.6
古祠の瓏,花海+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,834250.1,405817.7,947,570,37974.41,0.3,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,834250.1,405817.7,947,570,37974.41,0.3,352,0.99:1.97,,0.38:0.85,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,834178.5,405782.8,1321.08,570,27041.21,0.3,187,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,834178.4,405782.8,1321.08,570,27041.21,0.3,187,0.91:1.82,,0.36:0.88,1.6
古祠の瓏,しめ縄4,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,834175.3,405781.3,1061.48,570,24824.2,0.3,539,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,834175.3,405781.3,1061.48,570,24824.2,0.3,539,0.99:1.97,,0.38:0.85,1.6
流浪完凸(期待値),金メッキ4(同元素1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,834150.2,405769.1,1238.28,570,34117.42,0.926,385,0.78:1.57,,0.54:0.52,1.6
久遠流転の大典,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,834057.4,405723.9,1165.32,570,29470.81,0.3,187,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,しめ縄4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,834057.3,405723.9,1165.32,570,29470.81,0.3,187,1.00:2.04,,0.47:0.66,1.6
凛流の監視者,楽団+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834046.5,405718.6,1303.96,570,34117.42,0.916,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,楽団+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834046.5,405718.6,1303.96,570,34117.42,0.916,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,金メッキ+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834046.5,405718.6,1303.96,570,34117.42,0.916,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,金メッキ+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,834046.5,405718.6,1303.96,570,34117.42,0.916,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+万葉,834028.8,405710.1,1303.96,570,27041.21,0.45,374,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+白朮+万葉,834028.8,405710.1,1303.96,570,27041.21,0.45,374,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+万葉,834028.8,405710.1,1303.96,570,27041.21,0.45,374,0.96:1.91,,0.09:1.41,1.6
トゥライトゥーラの記憶,楽団+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,833752.4,405575.6,1167,570,34117.42,0.916,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,楽団+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,833752.4,405575.6,1167,570,34117.42,0.916,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,金メッキ+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,833752.4,405575.6,1167,570,34117.42,0.916,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,金メッキ+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,833752.4,405575.6,1167,570,34117.42,0.916,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+万葉,833746.9,405572.9,1167,570,27041.21,0.45,374,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+白朮+万葉,833746.9,405572.9,1167,570,27041.21,0.45,374,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+万葉,833746.9,405572.9,1167,570,27041.21,0.45,374,0.96:1.91,,0.31:0.97,1.6
古祠の瓏,黒曜の秘典+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,833455.1,405430.9,947,570,24824.2,1.066,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,黒曜の秘典+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,833455.1,405430.9,947,570,24824.2,1.066,352,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+鍾離,833410.6,405409.3,1303.96,570,41193.63,0.3,125,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+鍾離,833275.3,405343.5,1303.96,570,27041.21,0.766,312,0.96:1.91,,0.09:1.41,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,833253.9,405333.1,1058,570,27041.21,0.916,312,0.85:1.69,,0.20:1.19,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+HP%,アルベド+トーマ+鍾離,833128.9,405272.3,1167,570,41193.63,0.3,125,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+鍾離,832993.6,405206.5,1167,570,27041.21,0.766,312,0.96:1.91,,0.31:0.97,1.6
金箔,黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,832974.9,405197.3,1003,570,33312.61,0.916,312,0.85:1.69,,0.20:1.19,1.6
流浪完凸(期待値),しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,832663,405045.7,1265.96,570,34117.42,0.46,267,0.78:1.57,,0.54:0.52,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+HP%+会心率,アルベド+トーマ+万葉,832632.6,405030.8,1035,570,36547.02,0.3,355,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,832632.6,405030.9,1035,570,36547.02,0.3,355,1.00:2.04,,0.78:0.04,1.6
流浪完凸(期待値),花海+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,832513.6,404973,1141.4,570,40191.42,0.926,205,0.78:1.57,,0.54:0.52,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,832347.3,404892,1127.56,570,33312.61,0.766,312,0.65:1.29,,0.40:0.79,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,832333.5,404885.3,1058,570,27041.21,0.77,297,1.00:2.00,,0.05:1.50,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,832333.5,404885.3,1058,570,27041.21,0.77,297,1.00:2.00,,0.36:0.88,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+HP%+会心率,アルベド+トーマ+万葉,832247.9,404843.7,1141.4,570,34117.42,0.46,435,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,832247.9,404843.7,1141.4,570,34117.42,0.46,435,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),沈淪4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,832126.3,404784.6,1141.4,570,34117.42,0.61,392,0.78:1.57,,0.54:0.52,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,831681.4,404568.1,1035,570,29470.81,0.916,187,0.87:1.73,,0.62:0.35,1.6
凛流の監視者,沈淪4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,831646.1,404550.9,1303.96,570,27041.21,0.916,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,沈淪4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,831646.1,404550.9,1303.96,570,27041.21,0.916,125,0.91:1.82,,0.45:0.70,1.6
ヤチュシェの環(完凸),花海+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,831444.4,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),花海+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,831444.4,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),楽団+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,831444.4,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,831444.4,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),花海+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,831444.3,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),花海+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,831444.3,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),楽団+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,831444.3,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),金メッキ+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,831444.3,404452.8,1003,570,36349.61,0.766,205,0.80:1.60,,0.25:1.10,1.6
トゥライトゥーラの記憶,沈淪4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,831361.4,404412.5,1167,570,27041.21,0.916,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,沈淪4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,831361.3,404412.4,1167,570,27041.21,0.916,125,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,831334.3,404399.3,1303.96,570,27041.21,0.45,187,1.00:2.10,,0.00:1.60,1.6
ヤチュシェの環(完凸),沈淪4,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,831170.4,404319.6,1003,570,40388.82,0.45,125,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),沈淪4,HP%+HP%+会心率,アルベド+トーマ+万葉,831170.3,404319.5,1003,570,40388.82,0.45,125,0.80:1.60,,0.25:1.10,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,830893.4,404184.8,1035,570,29470.81,0.766,417,0.87:1.73,,0.62:0.35,1.6
祭礼,黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離+万葉,830875.9,404176.3,947,570,27041.21,0.916,221,1.00:2.00,,0.05:1.50,1.6
祭礼,黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,830875.9,404176.3,947,570,27041.21,0.916,221,1.00:2.00,,0.36:0.88,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+元素熟知,トーマ+鍾離+万葉,830632.3,404057.8,1303.96,570,34117.42,0.3,417,0.76:1.51,,0.29:1.01,1.6
万国諸海(完凸),黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離+万葉,830572.4,404028.6,1058,570,41193.63,0.77,110,0.85:1.69,,0.20:1.19,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+元素熟知,トーマ+鍾離+万葉,830339.3,403915.3,1167,570,34117.42,0.3,417,0.76:1.51,,0.51:0.57,1.6
凛流の監視者,沈淪4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,830272.8,403882.9,1303.96,570,34117.42,0.45,187,0.76:1.51,,0.29:1.01,1.6
四風原典(10s換算),黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,830172.6,403834.2,1101,570,27041.21,0.98,187,1.00:2.02,,0.04:1.52,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,830046.9,403773,1035,570,39584.02,0.916,125,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,花海+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,830046.9,403773,1035,570,39584.02,0.916,125,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,830046.9,403773,1035,570,39584.02,0.916,125,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,黒曜の秘典+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,830046.9,403773,1035,570,39584.02,0.916,125,0.87:1.73,,0.62:0.35,1.6
トゥライトゥーラの記憶,沈淪4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,829980,403740.5,1167,570,34117.42,0.45,187,0.76:1.51,,0.51:0.57,1.6
久遠流転の大典,楽団+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,楽団+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,楽団+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,楽団+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,金メッキ+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,金メッキ+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,金メッキ+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,金メッキ+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829811.8,403658.7,1035,570,29470.81,0.916,205,1.00:2.04,,0.78:0.04,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+鍾離,829745.2,403626.3,1061.48,570,31900.41,0.616,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,829745.2,403626.3,1061.48,570,31900.41,0.616,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,829612.3,403561.6,1061.48,570,38976.62,0.766,245,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,829612.3,403561.6,1061.48,570,38976.62,0.766,245,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,火魔女+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,829612.3,403561.6,947,570,38976.62,0.766,245,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,火魔女+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,829612.3,403561.6,947,570,38976.62,0.766,245,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,花海+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.14:1.32,1.6
