武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
末路(R2、30%以下),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121733.3,3554.76,374,0.87:1.73,0.40:0.61,1.4
葦海の標(1),ファントム4,攻撃%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121696.2,3481.96,374,0.88:1.75,0.07:1.25,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),121677.7,1695.16,517,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),火魔女4(1),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121584.3,2983,374,0.67:1.34,0.56:0.28,1.4
赤角石塵滅砕,金メッキ4(同元素0),攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121558.5,3144.464,417,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,121527.3,1526.36,417,0.81:2.00,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素0),攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121480.4,3481.96,417,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121480.4,3481.96,417,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),121400.3,2049.64,367,0.91:1.81,0.49:0.43,1.4
裁断,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,121363.4,1911.64,187,0.98:1.95,0.29:0.83,1.4
末路(R2、30%以下),ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121242.5,3554.76,374,0.71:1.42,0.24:0.92,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),121238.8,1813.32,467,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,楽団+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121205.6,2751.16,534,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,楽園+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121205.6,2751.16,534,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,しめ縄+火魔女,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121195.7,2903.08,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+剣闘士,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121195.7,2903.08,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+残響,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121195.7,2903.08,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+辰砂,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121195.7,2903.08,374,0.91:1.81,0.49:0.43,1.4
裁断,ファントム4,元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),121180.6,3391.04,287,0.98:1.95,0.29:0.83,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),121160.8,1931.48,417,0.81:2.00,0.70:0.00,1.4
裁断,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,121148.2,1911.64,187,1.00:1.90,0.00:1.40,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,121102,3057.9,187,1.00:2.06,0.23:0.94,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,121075.7,2751.16,374,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,121069.7,1644.52,367,0.81:2.00,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,121063.4,2058.2,317,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,121063.4,2058.2,317,0.85:1.70,0.41:0.58,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,121014.6,1772.6,187,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,121014.6,1772.6,187,1.00:2.01,0.53:0.33,1.4
雨裁,しめ縄+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.26:0.87,1.4
雨裁,しめ縄+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+剣闘士,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+残響,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+辰砂,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120998.1,2836.84,432,0.69:1.37,0.58:0.25,1.4
螭龍の剣(バフ無し),金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120994.3,2804.36,367,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120994.3,2804.36,367,0.82:1.65,0.44:0.53,1.4
裁断,ファントム4,元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),120965.7,3391.04,287,1.00:1.90,0.00:1.40,1.4
黒岩完凸(効果無し),金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120952,2804.36,367,0.82:1.65,0.40:0.60,1.4
末路(R2、30%以下),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120945.9,3554.76,417,0.69:1.37,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120945.9,3554.76,417,0.69:1.37,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素0),攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120944.9,3481.96,417,0.70:1.39,0.25:0.89,1.4
黒岩完凸(効果無し),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120934,2804.36,367,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,120917.9,2751.16,417,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,楽団+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120884.8,2751.16,534,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,楽園+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120884.8,2751.16,534,0.75:1.50,0.64:0.12,1.4
葦海の標(1),火魔女+楽団,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120866,3057.9,454,0.70:1.39,0.25:0.89,1.4
葦海の標(1),火魔女+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120866,3057.9,454,0.70:1.39,0.25:0.89,1.4
葦海の標(1),火魔女+楽園,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120866,3057.9,454,0.70:1.39,0.25:0.89,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,120865.4,1762.68,317,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),120828.7,1695.16,517,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素1),攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120804,3262.624,367,0.91:1.81,0.49:0.43,1.4
裁断,ファントム4,攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120779.8,3650.656,187,0.82:1.64,0.13:1.14,1.4
螭龍の剣(バフ無し),火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120728.7,2690.68,187,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120728.7,2690.68,187,0.82:1.65,0.44:0.53,1.4
裁断,ファントム4,攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120695.5,3650.656,187,0.98:1.95,0.29:0.83,1.4
黒岩完凸(効果無し),火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120686.5,2690.68,187,0.82:1.65,0.40:0.60,1.4
黒岩完凸(効果無し),火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120668.5,2690.68,187,0.81:1.67,0.70:0.00,1.4
末路,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120664.5,3509.26,374,0.87:1.73,0.08:1.23,1.4
末路,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120664.5,3509.26,374,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),120553.3,2049.64,367,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素1),攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120484.3,3262.624,367,0.75:1.50,0.64:0.12,1.4
裁断,ファントム4,攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120481.5,3650.656,187,1.00:1.90,0.00:1.40,1.4
裁断,ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120450.7,3195.84,561,0.82:1.64,0.13:1.14,1.4
螭龍の剣(完凸),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+鍾離,120444.2,1480.28,374,1.00:2.01,0.26:0.89,1.4
赤角石塵滅砕,火魔女4(1),攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120403.2,3144.464,187,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,楽団+金メッキ,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120359.9,2751.16,534,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,楽園+金メッキ,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120359.9,2751.16,534,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,しめ縄+火魔女,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120350.1,2903.08,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+剣闘士,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120350.1,2903.08,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+残響,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120350.1,2903.08,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+辰砂,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120350.1,2903.08,374,0.81:2.00,0.70:0.00,1.4
裁断,しめ縄+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.15:1.09,1.4
裁断,しめ縄+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.47:0.47,1.4
裁断,金メッキ+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ+剣闘士,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.47:0.47,1.4
裁断,金メッキ+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ+残響,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.47:0.47,1.4
裁断,金メッキ+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ+辰砂,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120324.1,3371.52,267,0.80:1.59,0.47:0.47,1.4
葦海の標(1),しめ縄+火魔女,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.10:1.20,1.4
葦海の標(1),しめ縄+火魔女,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+剣闘士,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+剣闘士,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+残響,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+残響,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+辰砂,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+辰砂,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120228,3221.7,374,0.85:1.70,0.41:0.58,1.4
裁断,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),120212.7,2106.84,474,0.98:1.95,0.29:0.83,1.4
葦海の標(1),楽団+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120207.1,3057.9,534,0.85:1.70,0.10:1.20,1.4
葦海の標(1),楽団+金メッキ,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120207.1,3057.9,534,0.85:1.70,0.41:0.58,1.4
葦海の標(1),楽園+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120207.1,3057.9,534,0.85:1.70,0.10:1.20,1.4
葦海の標(1),楽園+金メッキ,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120207.1,3057.9,534,0.85:1.70,0.41:0.58,1.4
黒岩完凸(平均),金メッキ4(同元素0),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120182.2,3361.392,230,0.82:1.65,0.40:0.60,1.4
末路,ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120178.1,3509.26,374,0.71:1.42,0.24:0.92,1.4
黒岩完凸(平均),金メッキ4(同元素0),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120164.3,3361.392,230,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素2),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),120150.1,3380.784,130,0.91:1.81,0.49:0.43,1.4
