武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,熟知,率ダメ
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,金メッキ+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,金メッキ+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽園+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽園+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽園+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽園+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽園+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
赤角石塵滅砕,楽園+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99996.51,2903.08,16199,1.216,80,0.98:1.95
雨裁,しめ縄+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,しめ縄+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,しめ縄+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,しめ縄+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,しめ縄+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽団+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽団+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽団+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽団+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽団+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽団+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,金メッキ+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,金メッキ+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,金メッキ+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,金メッキ+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,金メッキ+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,金メッキ+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽園+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽園+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽園+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽園+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽園+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,楽園+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99985.61,2836.84,16199,1.11,432,0.76:1.51
雨裁,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99959.72,1642.68,19053.75,1.766,452,0.78:1.56
赤角石塵滅砕,楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99943.77,1695.16,19053.75,1.406,260,0.98:1.95
赤角石塵滅砕,楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99943.77,1695.16,19053.75,1.406,260,0.98:1.95
赤角石塵滅砕,楽園+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99943.77,1695.16,19053.75,1.406,260,0.98:1.95
赤角石塵滅砕,楽園+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99943.77,1695.16,19053.75,1.406,260,0.98:1.95
赤角石塵滅砕,楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99943.77,1695.16,19053.75,1.406,260,0.98:1.95
赤角石塵滅砕,楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99943.77,1695.16,19053.75,1.406,260,0.98:1.95
葦海の標,金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+鍾離,99931.93,2240.2,19853.08,1.216,130,0.92:1.84
葦海の標,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99931.93,2240.2,19853.08,1.216,130,0.92:1.84
裁断,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99915.84,3195.84,16199,1.441,0,0.87:1.73
裁断,火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99915.84,3195.84,16199,1.441,0,0.87:1.73
裁断,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99909.75,3605.76,16199,1.216,267,0.71:1.42
葦海の標,金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+鍾離,99897.87,1985.4,19853.08,1.216,417,0.77:1.53
葦海の標,ファントム4,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99842.81,2591.46,22707.83,0.94,100,1.00:2.40
葦海の標,ファントム4,元チャ+攻撃%+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99842.8,2591.46,22707.83,0.94,100,1.00:2.40
葦海の標,金メッキ4(同元素0),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99835.77,3663.96,19853.08,0.75,417,0.77:1.53
裁断,火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99832.32,3195.84,16199,0.975,374,0.71:1.42
裁断,火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99822.52,3195.84,16199,0.9,267,0.87:1.73
裁断,火魔女+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99822.52,3195.84,16199,0.9,267,0.87:1.73
裁断,火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99822.52,3195.84,16199,0.9,267,0.87:1.73
裁断,火魔女+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99822.52,3195.84,16199,0.9,267,0.87:1.73
裁断,火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99822.52,3195.84,16199,0.9,267,0.87:1.73
裁断,火魔女+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99822.52,3195.84,16199,0.9,267,0.87:1.73
裁断,金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99812.09,2380.12,19053.75,1.406,230,0.87:1.73
裁断,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99812.09,2380.12,19053.75,1.406,230,0.87:1.73
葦海の標,辰砂4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99801.88,3840.5,19853.08,0.75,374,0.77:1.53
葦海の標,ファントム+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,ファントム+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+花海,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,22136.88,0.9,187,0.92:1.84
葦海の標,火魔女+花海,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,22136.88,0.9,187,0.92:1.84
葦海の標,火魔女+華館,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+華館,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,22136.88,0.9,187,0.92:1.84
葦海の標,火魔女+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,22136.88,0.9,187,0.92:1.84
葦海の標,火魔女+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99782.43,3239.9,19853.08,0.9,187,0.92:1.84
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+鍾離,99773.95,1526.36,16199,1.216,230,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99773.95,1526.36,16199,1.216,230,0.98:1.95
雨裁,ファントム4,元チャ+攻撃%+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99742.7,2021.072,19053.75,1.3,265,0.94:1.87
雨裁,ファントム4,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99742.7,2021.072,19053.75,1.3,265,0.94:1.87
雨裁,ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,99686.91,1480.28,16199,1.11,352,0.94:1.87
雨裁,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99686.91,1480.28,16199,1.11,352,0.94:1.87
葦海の標,金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,99650.82,2112.8,19853.08,0.75,367,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99650.82,2112.8,19853.08,0.75,367,0.92:1.84
葦海の標,ファントム4,元チャ+元素熟知+会心率,アルベド+フリーナ(フル)+閑雲,99630.3,1985.4,19853.08,0.75,312,1.00:2.40
葦海の標,ファントム4,元チャ+元素熟知+会心ダメージ,アルベド+フリーナ(フル)+閑雲,99630.3,1985.4,19853.08,0.75,312,1.00:2.40
葦海の標,ファントム4,元チャ+元素バフ+攻撃%,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99579.84,2591.46,22707.83,1.406,100,0.95:1.89
末路,ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99565.72,3509.26,16199,0.75,187,0.94:1.87
末路,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99565.72,3509.26,16199,0.75,187,0.94:1.87
裁断,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99545.48,3195.84,16199,0.75,347,0.87:1.73
裁断,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99545.48,3195.84,16199,0.75,347,0.87:1.73
裁断,楽園+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99545.48,3195.84,16199,0.75,347,0.87:1.73
裁断,楽園+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99545.48,3195.84,16199,0.75,347,0.87:1.73
裁断,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99545.48,3195.84,16199,0.75,347,0.87:1.73
裁断,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99545.48,3195.84,16199,0.75,347,0.87:1.73
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99525.51,3262.624,16199,1.216,180,0.82:1.64
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),99501.26,2966.76,16199,1.016,445,0.76:1.51
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),99501.26,2966.76,16199,1.016,445,0.76:1.51
螭龍の剣(完凸),金メッキ4(同元素0),元チャ+攻撃%+会心率,フリーナ(フル)+閑雲+鍾離,99496.2,1858.672,16199,1.25,230,0.89:1.79
螭龍の剣(完凸),金メッキ4(同元素0),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99496.2,1858.672,16199,1.25,230,0.89:1.79
葦海の標,ファントム+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,ファントム+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,ファントム+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,ファントム+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,ファントム+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,ファントム+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,花海+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,花海+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,花海+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,花海+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,花海+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,花海+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,華館+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,華館+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,華館+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,華館+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,華館+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,華館+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,楽団+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,楽団+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,金メッキ+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,金メッキ+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
